date,advertiser_id,advertiser_name,campaign_id,campaign_name,media_type,creative_id,creative_name,creative_size,landing_page,video_duration,country,province,video_type,device_type,demo_gender,demo_age,audience_id,audience_name,audience_type,spend,impressions,clicks,engagements,total_time_on_site,1s_time_on_site,conversions,video_started,video_completed_25,video_completed_50,video_completed_75,video_completed
2020-11-30,21059,Chill Burger,104672,Prospecting - BC,native,610887,Mega Fries,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_2fF,Family Meal Planning,First Party,0.501229,181,2,1,26,2,0,0,0,0,0,0
2020-11-25,21059,Chill Burger,104672,Prospecting - BC,native,610887,Mega Fries,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_3yI,Fast Food Keywords,First Party,1.01542,159,1,0,0,0,0,0,0,0,0,0
2020-11-19,21059,Chill Burger,104672,Prospecting - BC,native,610887,Mega Fries,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_2fE,Chill Burger - Interest,First Party,0.980046,154,2,0,6,1,0,0,0,0,0,0
2020-11-29,21059,Chill Burger,104672,Prospecting - BC,native,610887,Mega Fries,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_12n,Chill Burger - Competitors,First Party,0.468714,145,5,1,116,4,0,0,0,0,0,0
2020-11-15,21059,Chill Burger,104672,Prospecting - BC,native,610887,Mega Fries,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_2fE,Chill Burger - Interest,First Party,0.692363,138,1,0,4,1,0,0,0,0,0,0
2020-11-21,21059,Chill Burger,104672,Prospecting - BC,native,610887,Mega Fries,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_12n,Chill Burger - Competitors,First Party,0.612841,138,3,1,138,3,0,0,0,0,0,0
2020-11-28,21059,Chill Burger,104672,Prospecting - BC,native,610887,Mega Fries,,Ways to Make it a Combo,0,CA,BC,,Desktop,Female,,c_2fE,Chill Burger - Interest,First Party,0.200483,135,0,0,0,0,0,0,0,0,0,0
2020-11-26,21059,Chill Burger,104672,Prospecting - BC,native,610887,Mega Fries,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_3yI,Fast Food Keywords,First Party,0.938801,128,1,0,4,1,0,0,0,0,0,0
2020-11-23,21059,Chill Burger,104672,Prospecting - BC,native,610887,Mega Fries,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_12m,Affordable Takeout Options,First Party,0.54459,124,0,0,0,0,0,0,0,0,0,0
2020-11-16,21059,Chill Burger,104672,Prospecting - BC,native,610887,Mega Fries,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_2fF,Family Meal Planning,First Party,0.762052,117,3,1,28,2,0,0,0,0,0,0
2020-11-29,21059,Chill Burger,104672,Prospecting - BC,native,610887,Mega Fries,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_2fE,Chill Burger - Interest,First Party,0.681186,115,0,0,0,0,0,0,0,0,0,0
2020-11-22,21059,Chill Burger,104672,Prospecting - BC,native,610887,Mega Fries,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_2fE,Chill Burger - Interest,First Party,0.766566,112,0,0,0,0,0,0,0,0,0,0
2020-11-27,21059,Chill Burger,104672,Prospecting - BC,native,610887,Mega Fries,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_3yI,Fast Food Keywords,First Party,0.724308,112,0,0,0,0,0,0,0,0,0,0
2020-11-24,21059,Chill Burger,104672,Prospecting - BC,native,610887,Mega Fries,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_2fF,Family Meal Planning,First Party,0.595295,93,0,0,0,0,0,0,0,0,0,0
2020-11-29,21059,Chill Burger,104672,Prospecting - BC,native,610887,Mega Fries,,Ways to Make it a Combo,0,CA,BC,,Desktop,Female,,c_12n,Chill Burger - Competitors,First Party,0.23845,69,0,0,0,0,0,0,0,0,0,0
2020-11-30,21059,Chill Burger,104672,Prospecting - BC,native,610887,Mega Fries,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_12m,Affordable Takeout Options,First Party,0.424511,67,0,0,0,0,0,0,0,0,0,0
2020-11-20,21059,Chill Burger,104672,Prospecting - BC,native,610887,Mega Fries,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_2fF,Family Meal Planning,First Party,0.336727,58,0,0,0,0,0,0,0,0,0,0
2020-11-19,21059,Chill Burger,104672,Prospecting - BC,native,610887,Mega Fries,,Ways to Make it a Combo,0,CA,BC,,Desktop,Female,,c_3yI,Fast Food Keywords,First Party,0.168851,30,0,0,0,0,0,0,0,0,0,0
2020-11-21,21059,Chill Burger,104672,Prospecting - BC,native,610887,Mega Fries,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_3yI,Fast Food Keywords,First Party,0.171055,25,0,0,0,0,0,0,0,0,0,0
2020-11-15,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_12m,Affordable Takeout Options,First Party,0.454566,162,0,0,0,0,0,0,0,0,0,0
2020-11-23,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,Desktop,Female,,c_12m,Affordable Takeout Options,First Party,0.40074,109,0,0,0,0,0,0,0,0,0,0
2020-11-24,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,Desktop,Female,,c_3yI,Fast Food Keywords,First Party,0.350833,96,0,0,0,0,0,0,0,0,0,0
2020-11-25,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,Desktop,Female,,c_12n,Chill Burger - Competitors,First Party,0.376641,90,0,0,0,0,0,0,0,0,0,0
2020-11-16,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_12n,Chill Burger - Competitors,First Party,0.310392,83,0,0,0,0,0,0,0,0,0,0
2020-11-17,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_12n,Chill Burger - Competitors,First Party,0.292507,83,0,0,0,0,0,0,0,0,0,0
2020-11-24,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_2fF,Family Meal Planning,First Party,0.361875,83,0,0,0,0,0,0,0,0,0,0
2020-11-22,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,Desktop,Female,,c_12n,Chill Burger - Competitors,First Party,0.260599,70,0,0,0,0,0,0,0,0,0,0
2020-11-30,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,Desktop,Female,,c_3yI,Fast Food Keywords,First Party,0.309009,66,0,0,0,0,0,0,0,0,0,0
2020-11-18,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_2fF,Family Meal Planning,First Party,0.214185,63,0,0,0,0,0,0,0,0,0,0
2020-11-19,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_2fF,Family Meal Planning,First Party,0.286421,63,0,0,0,0,0,0,0,0,0,0
2020-11-20,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,Desktop,Female,,c_2fF,Family Meal Planning,First Party,0.280136,63,0,0,0,0,0,0,0,0,0,0
2020-11-23,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_12m,Affordable Takeout Options,First Party,0.261096,62,1,0,5,1,0,0,0,0,0,0
2020-11-21,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,Desktop,Female,,c_3yI,Fast Food Keywords,First Party,0.167525,60,0,0,0,0,0,0,0,0,0,0
2020-11-25,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_2fE,Chill Burger - Interest,First Party,0.188468,56,0,0,0,0,0,0,0,0,0,0
2020-11-26,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_3yI,Fast Food Keywords,First Party,0.142841,42,0,0,0,0,0,0,0,0,0,0
2020-11-17,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_2fF,Family Meal Planning,First Party,0.273711,40,1,1,17,1,0,0,0,0,0,0
2020-11-20,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_3yI,Fast Food Keywords,First Party,0.157493,38,0,0,0,0,0,0,0,0,0,0
2020-11-22,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_2fF,Family Meal Planning,First Party,0.111016,38,0,0,0,0,0,0,0,0,0,0
2020-11-30,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_ckf,Quick Meal Ideas,First Party,0.102511,38,1,0,0,0,0,0,0,0,0,0
2020-11-26,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,Desktop,Female,,c_2fF,Family Meal Planning,First Party,0.147235,37,0,0,0,0,0,0,0,0,0,0
2020-11-21,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_3yI,Fast Food Keywords,First Party,0.108009,35,0,0,0,0,0,0,0,0,0,0
2020-11-27,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,Desktop,Female,,c_3yI,Fast Food Keywords,First Party,0.099881,34,0,0,0,0,0,0,0,0,0,0
2020-11-18,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_3yI,Fast Food Keywords,First Party,0.213313,32,0,0,0,0,0,0,0,0,0,0
2020-11-19,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_2fF,Family Meal Planning,First Party,0.18435,31,0,0,0,0,0,0,0,0,0,0
2020-11-15,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_2fF,Family Meal Planning,First Party,0.158846,29,0,0,0,0,0,0,0,0,0,0
2020-11-25,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_12m,Affordable Takeout Options,First Party,0.19163,29,0,0,0,0,0,0,0,0,0,0
2020-11-27,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_2fF,Family Meal Planning,First Party,0.106288,29,1,0,0,0,0,0,0,0,0,0
2020-11-23,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_3yI,Fast Food Keywords,First Party,0.129351,23,0,0,0,0,0,0,0,0,0,0
2020-11-28,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_12n,Chill Burger - Competitors,First Party,0.065004,22,0,0,0,0,0,0,0,0,0,0
2020-11-29,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_12n,Chill Burger - Competitors,First Party,0.057198,22,0,0,0,0,0,0,0,0,0,0
2020-11-26,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_3yI,Fast Food Keywords,First Party,0.145364,21,0,0,0,0,0,0,0,0,0,0
2020-11-21,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_3yI,Fast Food Keywords,First Party,0.095757,15,0,0,0,0,0,0,0,0,0,0
2020-11-20,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_3yI,Fast Food Keywords,First Party,0.064631,14,0,0,0,0,0,0,0,0,0,0
2020-11-27,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_3yI,Fast Food Keywords,First Party,0.091985,14,0,0,0,0,0,0,0,0,0,0
2020-11-30,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_3yI,Fast Food Keywords,First Party,0.090015,14,0,0,0,0,0,0,0,0,0,0
2020-11-24,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_3yI,Fast Food Keywords,First Party,0.084362,13,0,0,0,0,0,0,0,0,0,0
2020-11-22,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_3yI,Fast Food Keywords,First Party,0.082292,11,0,0,0,0,0,0,0,0,0,0
2020-11-28,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,Desktop,Female,,c_3yI,Fast Food Keywords,First Party,0.009301,10,0,0,0,0,0,0,0,0,0,0
2020-11-16,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_3yI,Fast Food Keywords,First Party,0.056514,9,0,0,0,0,0,0,0,0,0,0
2020-11-28,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_2fF,Family Meal Planning,First Party,0.044227,7,0,0,0,0,0,0,0,0,0,0
2020-11-29,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_3yI,Fast Food Keywords,First Party,0.035984,6,0,0,0,0,0,0,0,0,0,0
2020-11-29,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,Desktop,Female,,c_3yI,Fast Food Keywords,First Party,0.018343,4,0,0,0,0,0,0,0,0,0,0
2020-11-19,21059,Chill Burger,104672,Prospecting - BC,native,610885,Beef Burger Supreme,,Ways to Make it a Combo,0,CA,BC,,Desktop,Female,,c_3yI,Fast Food Keywords,First Party,0.007736,1,0,0,0,0,0,0,0,0,0,0
2020-11-15,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_3yI,Fast Food Keywords,First Party,0.071737,22,0,0,0,0,0,0,0,0,0,0
2020-11-22,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,Desktop,Female,,c_12m,Affordable Takeout Options,First Party,0.071479,16,0,0,0,0,0,0,0,0,0,0
2020-11-21,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,Desktop,Female,,c_3yI,Fast Food Keywords,First Party,0.033741,13,0,0,0,0,0,0,0,0,0,0
2020-11-24,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,Desktop,Female,,c_3yI,Fast Food Keywords,First Party,0.041149,12,0,0,0,0,0,0,0,0,0,0
2020-11-20,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,Desktop,Female,,c_3yI,Fast Food Keywords,First Party,0.040199,11,0,0,0,0,0,0,0,0,0,0
2020-11-17,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_3yI,Fast Food Keywords,First Party,0.074773,10,0,0,0,0,0,0,0,0,0,0
2020-11-23,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,Desktop,Female,,c_3yI,Fast Food Keywords,First Party,0.049916,9,0,0,0,0,0,0,0,0,0,0
2020-11-25,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,Desktop,Female,,c_12n,Chill Burger - Competitors,First Party,0.050244,9,0,0,0,0,0,0,0,0,0,0
2020-11-17,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_ckf,Quick Meal Ideas,First Party,0.025549,7,0,0,0,0,0,0,0,0,0,0
2020-11-24,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_2fF,Family Meal Planning,First Party,0.026951,6,0,0,0,0,0,0,0,0,0,0
2020-11-25,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_3yI,Fast Food Keywords,First Party,0.033555,6,0,0,0,0,0,0,0,0,0,0
2020-11-28,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_2fF,Family Meal Planning,First Party,0.038881,6,0,0,0,0,0,0,0,0,0,0
2020-11-16,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_3yI,Fast Food Keywords,First Party,0.018851,5,0,0,0,0,0,0,0,0,0,0
2020-11-18,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_3yI,Fast Food Keywords,First Party,0.027868,5,0,0,0,0,0,0,0,0,0,0
2020-11-19,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_3yI,Fast Food Keywords,First Party,0.023677,5,0,0,0,0,0,0,0,0,0,0
2020-11-26,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_3yI,Fast Food Keywords,First Party,0.02129,5,0,0,0,0,0,0,0,0,0,0
2020-11-29,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_3yI,Fast Food Keywords,First Party,0.032279,5,0,0,0,0,0,0,0,0,0,0
2020-11-18,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_3yI,Fast Food Keywords,First Party,0.014087,4,1,0,9,1,0,0,0,0,0,0
2020-11-19,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_3yI,Fast Food Keywords,First Party,0.021751,4,0,0,0,0,0,0,0,0,0,0
2020-11-22,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_3yI,Fast Food Keywords,First Party,0.0266,4,0,0,0,0,0,0,0,0,0,0
2020-11-24,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_3yI,Fast Food Keywords,First Party,0.029497,4,0,0,0,0,0,0,0,0,0,0
2020-11-22,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_2fF,Family Meal Planning,First Party,0.019859,3,0,0,0,0,0,0,0,0,0,0
2020-11-26,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,Desktop,Female,,c_3yI,Fast Food Keywords,First Party,0.010071,3,0,0,0,0,0,0,0,0,0,0
2020-11-16,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_3yI,Fast Food Keywords,First Party,0.011419,2,0,0,0,0,0,0,0,0,0,0
2020-11-20,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_3yI,Fast Food Keywords,First Party,0.013619,2,0,0,0,0,0,0,0,0,0,0
2020-11-21,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_3yI,Fast Food Keywords,First Party,0.012247,2,0,0,0,0,0,0,0,0,0,0
2020-11-26,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_cyu,XYZ Data - Likely to visit fast food restaurants,Third Party,0.01122,2,0,0,0,0,0,0,0,0,0,0
2020-11-28,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_3yI,Fast Food Keywords,First Party,0.003239,2,0,0,0,0,0,0,0,0,0,0
2020-11-29,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,Desktop,Female,,c_3yI,Fast Food Keywords,First Party,0.007681,2,0,0,0,0,0,0,0,0,0,0
2020-11-29,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_3yI,Fast Food Keywords,First Party,0.003579,2,0,0,0,0,0,0,0,0,0,0
2020-11-15,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_12m,Affordable Takeout Options,First Party,0.005549,1,0,0,0,0,0,0,0,0,0,0
2020-11-21,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_3yI,Fast Food Keywords,First Party,0.000316,1,0,0,0,0,0,0,0,0,0,0
2020-11-23,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_cyw,XYZ Data - Likely to order food delivery,Third Party,0.004516,1,0,0,0,0,0,0,0,0,0,0
2020-11-27,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,Desktop,Female,,c_3yI,Fast Food Keywords,First Party,0.007171,1,0,0,0,0,0,0,0,0,0,0
2020-11-27,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_3yI,Fast Food Keywords,First Party,0.007963,1,0,0,0,0,0,0,0,0,0,0
2020-11-27,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,Mobile (Web),Female,,c_3yI,Fast Food Keywords,First Party,0.00275,1,0,0,0,0,0,0,0,0,0,0
2020-11-30,21059,Chill Burger,104672,Prospecting - BC,native,610889,Crunchy Chicken,,Ways to Make it a Combo,0,CA,BC,,In-App,Female,,c_cyx,XYZ Data - Likely to try new restaurants,Third Party,0.007931,1,0,0,0,0,0,0,0,0,0,0
2020-11-17,21059,Chill Burger,104570,Retargeting - Alberta,display,612606,Crunchy Chicken - Promo,320x50,Find in Store - AB,0,CA,AB,,In-App,,,16588,Chill Burger Homepage Visits,Retargeting,144.297682,57245,78,4,1655,16,0,0,0,0,0,0
2020-11-16,21059,Chill Burger,104570,Retargeting - Alberta,display,612606,Crunchy Chicken - Promo,320x50,Find in Store - AB,0,CA,AB,,In-App,,,16588,Chill Burger Homepage Visits,Retargeting,125.69672,51179,61,2,616,8,0,0,0,0,0,0
2020-11-15,21059,Chill Burger,104570,Retargeting - Alberta,display,612606,Crunchy Chicken - Promo,320x50,Find in Store - AB,0,CA,AB,,In-App,,,16588,Chill Burger Homepage Visits,Retargeting,136.725987,50986,52,1,64,9,0,0,0,0,0,0
2020-11-18,21059,Chill Burger,104570,Retargeting - Alberta,display,612606,Crunchy Chicken - Promo,320x50,Find in Store - AB,0,CA,AB,,In-App,,,16588,Chill Burger Homepage Visits,Retargeting,110.716002,38261,59,1,118,8,0,0,0,0,0,0
2020-11-30,21059,Chill Burger,104570,Retargeting - Alberta,display,612606,Crunchy Chicken - Promo,320x50,Find in Store - AB,0,CA,AB,,In-App,,,16588,Chill Burger Homepage Visits,Retargeting,149.044239,18105,13,0,0,0,0,0,0,0,0,0
2020-11-28,21059,Chill Burger,104570,Retargeting - Alberta,display,612606,Crunchy Chicken - Promo,320x50,Find in Store - AB,0,CA,AB,,In-App,,,16588,Chill Burger Homepage Visits,Retargeting,140.552953,17409,14,0,5,1,0,0,0,0,0,0
2020-11-29,21059,Chill Burger,104570,Retargeting - Alberta,display,612606,Crunchy Chicken - Promo,320x50,Find in Store - AB,0,CA,AB,,In-App,,,16588,Chill Burger Homepage Visits,Retargeting,131.655225,16245,24,0,14,3,0,0,0,0,0,0
2020-11-27,21059,Chill Burger,104570,Retargeting - Alberta,display,612606,Crunchy Chicken - Promo,320x50,Find in Store - AB,0,CA,AB,,In-App,,,16588,Chill Burger Homepage Visits,Retargeting,128.549358,15730,9,0,3,1,0,0,0,0,0,0
2020-11-26,21059,Chill Burger,104570,Retargeting - Alberta,display,612606,Crunchy Chicken - Promo,320x50,Find in Store - AB,0,CA,AB,,In-App,,,16588,Chill Burger Homepage Visits,Retargeting,122.391383,15122,17,1,43,4,0,0,0,0,0,0
2020-11-25,21059,Chill Burger,104570,Retargeting - Alberta,display,612606,Crunchy Chicken - Promo,320x50,Find in Store - AB,0,CA,AB,,In-App,,,16588,Chill Burger Homepage Visits,Retargeting,98.433448,12312,21,0,17,3,0,0,0,0,0,0
2020-11-19,21059,Chill Burger,104570,Retargeting - Alberta,display,612606,Crunchy Chicken - Promo,320x50,Find in Store - AB,0,CA,AB,,In-App,,,16588,Chill Burger Homepage Visits,Retargeting,87.308289,11173,12,0,21,2,0,0,0,0,0,0
2020-11-24,21059,Chill Burger,104570,Retargeting - Alberta,display,612606,Crunchy Chicken - Promo,320x50,Find in Store - AB,0,CA,AB,,In-App,,,16588,Chill Burger Homepage Visits,Retargeting,81.811092,10444,8,1,23,2,0,0,0,0,0,0
